,SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,BETWEEN_days,KWH_DAYS,NB_FACTURES
0,0001BB,2018-01-01,2018-01-31,2447.0,"316,46",30,81.56666666666666,35.0
1,0001BB,2018-02-01,2018-02-28,2211.0,"286,82",27,81.88888888888889,35.0
2,0001BB,2018-03-01,2018-03-31,2450.0,"317,32",30,81.66666666666667,35.0
3,0001BB,2018-04-01,2018-04-30,2431.0,"315,00",29,83.82758620689656,35.0
4,0001BB,2018-05-01,2018-05-31,2574.0,"333,37",30,85.8,35.0
5,0001BB,2018-06-01,2018-06-30,2830.0,"365,27",29,97.58620689655173,35.0
6,0001BB,2018-07-01,2018-07-31,3028.0,"390,39",30,100.93333333333334,35.0
7,0001BB,2018-08-01,2018-08-31,3053.0,"393,99",30,101.76666666666667,35.0
8,0001BB,2018-09-01,2018-09-30,2915.0,"378,35",29,100.51724137931035,35.0
9,0001BB,2018-10-01,2018-10-31,2986.0,"387,05",30,99.53333333333333,35.0
10,0001BB,2018-11-01,2018-11-30,2871.0,"372,47",29,99.0,35.0
11,0001BB,2018-12-01,2018-12-31,3086.0,"399,30",30,102.86666666666666,35.0
12,0001BB,2019-01-01,2019-01-31,3094.0,"381,40",30,103.13333333333334,35.0
13,0001BB,2019-02-01,2019-02-28,2767.0,"345,87",27,102.48148148148148,35.0
14,0001BB,2019-03-01,2019-03-31,3059.0,"378,18",30,101.96666666666667,35.0
15,0001BB,2019-04-01,2019-04-30,2761.0,"340,84",29,95.20689655172414,35.0
16,0001BB,2019-05-01,2019-05-31,2844.0,"349,26",30,94.8,35.0
17,0001BB,2019-06-01,2019-06-30,3009.0,"369,19",29,103.75862068965517,35.0
18,0001BB,2019-07-01,2019-07-31,3016.0,"371,20",30,100.53333333333333,35.0
19,0001BB,2019-08-01,2019-08-31,3089.0,"380,42",30,102.96666666666667,35.0
20,0001BB,2019-09-01,2019-09-30,2914.0,"361,36",29,100.48275862068965,35.0
21,0001BB,2019-10-01,2019-10-31,2963.0,"366,70",30,98.76666666666667,35.0
22,0001BB,2019-11-01,2019-11-30,2797.0,"345,89",29,96.44827586206897,35.0
23,0001BB,2019-12-01,2019-12-31,2859.0,"353,08",30,95.3,35.0
24,0001BB,2020-01-01,2020-01-31,2863.0,"414,93",30,95.43333333333334,35.0
25,0001BB,2020-02-01,2020-02-29,2663.0,"387,22",28,95.10714285714286,35.0
26,0001BB,2020-03-01,2020-03-31,2759.0,"403,25",30,91.96666666666667,35.0
27,0001BB,2020-04-01,2020-04-30,2680.0,"390,79",29,92.41379310344827,35.0
28,0001BB,2020-05-01,2020-05-31,2797.0,"407,48",30,93.23333333333333,35.0
29,0001BB,2020-06-01,2020-06-30,2796.0,"407,77",29,96.41379310344827,35.0
30,0001BB,2020-07-01,2020-07-31,2952.0,"429,09",30,98.4,35.0
31,0001BB,2020-08-01,2020-08-31,3014.0,"435,98",30,100.46666666666667,35.0
32,0001BB,2020-09-01,2020-09-30,2857.0,"411,97",29,98.51724137931035,35.0
33,0001BB,2020-10-01,2020-10-31,2905.0,"413,41",30,96.83333333333333,35.0
34,0001BB,2020-11-01,2020-11-30,2755.0,"383,02",29,95.0,35.0
35,0001BR,2018-01-01,2018-01-31,2438.0,"266,43",30,81.26666666666667,35.0
36,0001BR,2018-02-01,2018-02-28,2211.0,"242,33",27,81.88888888888889,35.0
37,0001BR,2018-03-01,2018-03-31,2453.0,"267,95",30,81.76666666666667,35.0
38,0001BR,2018-04-01,2018-04-30,2414.0,"263,78",29,83.24137931034483,35.0
39,0001BR,2018-05-01,2018-05-31,2517.0,"274,62",30,83.9,35.0
40,0001BR,2018-06-01,2018-06-30,2461.0,"268,63",29,84.86206896551724,35.0
41,0001BR,2018-07-01,2018-07-31,2560.0,"279,26",30,85.33333333333333,35.0
42,0001BR,2018-08-01,2018-08-31,2597.0,"283,07",30,86.56666666666666,35.0
43,0001BR,2018-09-01,2018-09-30,2436.0,"267,99",29,84.0,35.0
44,0001BR,2018-10-01,2018-10-31,2497.0,"274,50",30,83.23333333333333,35.0
45,0001BR,2018-11-01,2018-11-30,2397.0,"263,82",29,82.65517241379311,35.0
46,0001BR,2018-12-01,2018-12-31,2452.0,"269,69",30,81.73333333333333,35.0
47,0001BR,2019-01-01,2019-01-31,2460.0,"264,03",30,82.0,35.0
48,0001BR,2019-02-01,2019-02-28,2229.0,"239,96",27,82.55555555555556,35.0
49,0001BR,2019-03-01,2019-03-31,2475.0,"265,56",30,82.5,35.0
50,0001BR,2019-04-01,2019-04-30,2410.0,"258,76",29,83.10344827586206,35.0
51,0001BR,2019-05-01,2019-05-31,2508.0,"268,92",30,83.6,35.0
52,0001BR,2019-06-01,2019-06-30,2529.0,"270,94",29,87.20689655172414,35.0
53,0001BR,2019-07-01,2019-07-31,2593.0,"277,63",30,86.43333333333334,35.0
54,0001BR,2019-08-01,2019-08-31,2603.0,"278,60",30,86.76666666666667,35.0
55,0001BR,2019-09-01,2019-09-30,2595.0,"277,20",29,89.48275862068965,35.0
56,0001BR,2019-10-01,2019-10-31,2708.0,"288,79",30,90.26666666666667,35.0
57,0001BR,2019-11-01,2019-11-30,2595.0,"277,07",29,89.48275862068965,35.0
58,0001BR,2019-12-01,2019-12-31,2648.0,"282,57",30,88.26666666666667,35.0
59,0001BR,2020-01-01,2020-01-31,2600.0,"330,81",30,86.66666666666667,35.0
60,0001BR,2020-02-01,2020-02-29,2445.0,"311,57",28,87.32142857142857,35.0
61,0001BR,2020-03-01,2020-03-31,2609.0,"330,32",30,86.96666666666667,35.0
62,0001BR,2020-04-01,2020-04-30,2629.0,"332,70",29,90.65517241379311,35.0
63,0001BR,2020-05-01,2020-05-31,2735.0,"345,77",30,91.16666666666667,35.0
64,0001BR,2020-06-01,2020-06-30,2687.0,"339,78",29,92.65517241379311,35.0
65,0001BR,2020-07-01,2020-07-31,2854.0,"360,33",30,95.13333333333334,35.0
66,0001BR,2020-08-01,2020-08-31,2886.0,"364,21",30,96.2,35.0
67,0001BR,2020-09-01,2020-09-30,2761.0,"348,79",29,95.20689655172414,35.0
68,0001BR,2020-10-01,2020-10-31,2802.0,"353,90",30,93.4,35.0
69,0001BR,2020-11-01,2020-11-30,2677.0,"338,44",29,92.3103448275862,35.0
70,0001KO,2018-01-01,2018-01-31,2179.0,"268,53",30,72.63333333333334,35.0
71,0001KO,2018-02-01,2018-02-28,1971.0,"243,47",27,73.0,35.0
72,0001KO,2018-03-01,2018-03-31,2191.0,"269,98",30,73.03333333333333,35.0
73,0001KO,2018-04-01,2018-04-30,2370.0,"291,55",29,81.72413793103448,35.0
74,0001KO,2018-05-01,2018-05-31,2647.0,"324,92",30,88.23333333333333,35.0
75,0001KO,2018-06-01,2018-06-30,2634.0,"323,35",29,90.82758620689656,35.0
76,0001KO,2018-07-01,2018-07-31,2799.0,"343,43",30,93.3,35.0
77,0001KO,2018-08-01,2018-08-31,2908.0,"356,57",30,96.93333333333334,35.0
78,0001KO,2018-09-01,2018-09-30,2483.0,"307,29",29,85.62068965517241,35.0
79,0001KO,2018-10-01,2018-10-31,2297.0,"284,72",30,76.56666666666666,35.0
80,0001KO,2018-11-01,2018-11-30,2130.0,"264,46",29,73.44827586206897,35.0
81,0001KO,2018-12-01,2018-12-31,2489.0,"308,02",30,82.96666666666667,35.0
82,0001KO,2019-01-01,2019-01-31,2679.0,"364,03",30,89.3,35.0
83,0001KO,2019-02-01,2019-02-28,2429.0,"330,63",27,89.96296296296296,35.0
84,0001KO,2019-03-01,2019-03-31,2648.0,"359,89",30,88.26666666666667,35.0
85,0001KO,2019-04-01,2019-04-30,2478.0,"337,18",29,85.44827586206897,35.0
86,0001KO,2019-05-01,2019-05-31,2535.0,"344,79",30,84.5,35.0
87,0001KO,2019-06-01,2019-06-30,2884.0,"391,43",29,99.44827586206897,35.0
88,0001KO,2019-07-01,2019-07-31,2872.0,"389,82",30,95.73333333333333,35.0
89,0001KO,2019-08-01,2019-08-31,2978.0,"403,99",30,99.26666666666667,35.0
90,0001KO,2019-09-01,2019-09-30,2529.0,"343,99",29,87.20689655172414,35.0
91,0001KO,2019-10-01,2019-10-31,2487.0,"338,38",30,82.9,35.0
92,0001KO,2019-11-01,2019-11-30,2384.0,"324,62",29,82.20689655172414,35.0
93,0001KO,2019-12-01,2019-12-31,2463.0,"335,17",30,82.1,35.0
94,0001KO,2020-01-01,2020-01-31,2454.0,"331,90",30,81.8,35.0
95,0001KO,2020-02-01,2020-02-29,2377.0,"321,70",28,84.89285714285714,35.0
96,0001KO,2020-03-01,2020-03-31,2596.0,"350,71",30,86.53333333333333,35.0
97,0001KO,2020-04-01,2020-04-30,2675.0,"365,40",29,92.24137931034483,35.0
98,0001KO,2020-05-01,2020-05-31,2781.0,"375,22",30,92.7,35.0
99,0001KO,2020-06-01,2020-06-30,2989.0,"402,77",29,103.06896551724138,35.0
100,0001KO,2020-07-01,2020-07-31,3322.0,"446,89",30,110.73333333333333,35.0
101,0001KO,2020-08-01,2020-08-31,3109.0,"418,67",30,103.63333333333334,35.0
102,0001KO,2020-09-01,2020-09-30,2911.0,"392,44",29,100.37931034482759,35.0
103,0001KO,2020-10-01,2020-10-31,2747.0,"370,72",30,91.56666666666666,35.0
104,0001KO,2020-11-01,2020-11-30,2625.0,"354,55",29,90.51724137931035,35.0
105,0002BB,2018-01-01,2018-01-31,2376.0,"310,46",30,79.2,35.0
106,0002BB,2018-02-01,2018-02-28,2160.0,"283,07",27,80.0,35.0
107,0002BB,2018-03-01,2018-03-31,2390.0,"313,01",30,79.66666666666667,35.0
108,0002BB,2018-04-01,2018-04-30,2378.0,"311,80",29,82.0,35.0
109,0002BB,2018-05-01,2018-05-31,2529.0,"330,93",30,84.3,35.0
110,0002BB,2018-06-01,2018-06-30,2790.0,"363,65",29,96.20689655172414,35.0
111,0002BB,2018-07-01,2018-07-31,2988.0,"388,77",30,99.6,35.0
112,0002BB,2018-08-01,2018-08-31,3019.0,"393,19",30,100.63333333333334,35.0
113,0002BB,2018-09-01,2018-09-30,2873.0,"376,62",29,99.06896551724138,35.0
114,0002BB,2018-10-01,2018-10-31,2940.0,"384,79",30,98.0,35.0
115,0002BB,2018-11-01,2018-11-30,2821.0,"369,46",29,97.27586206896552,35.0
116,0002BB,2018-12-01,2018-12-31,3029.0,"395,45",30,100.96666666666667,35.0
117,0002BB,2019-01-01,2019-01-31,3033.0,"378,02",30,101.1,35.0
118,0002BB,2019-02-01,2019-02-28,2684.0,"339,51",27,99.4074074074074,35.0
119,0002BB,2019-03-01,2019-03-31,3008.0,"376,16",30,100.26666666666667,35.0
120,0002BB,2019-04-01,2019-04-30,2663.0,"332,01",29,91.82758620689656,35.0
121,0002BB,2019-05-01,2019-05-31,2741.0,"339,86",30,91.36666666666666,35.0
122,0002BB,2019-06-01,2019-06-30,2952.0,"364,23",29,101.79310344827586,35.0
123,0002BB,2019-07-01,2019-07-31,2914.0,"363,68",30,97.13333333333334,35.0
124,0002BB,2019-08-01,2019-08-31,2965.0,"368,84",30,98.83333333333333,35.0
125,0002BB,2019-09-01,2019-09-30,2819.0,"352,21",29,97.20689655172414,35.0
126,0002BB,2019-10-01,2019-10-31,2927.0,"364,86",30,97.56666666666666,35.0
127,0002BB,2019-11-01,2019-11-30,2773.0,"346,35",29,95.62068965517241,35.0
128,0002BB,2019-12-01,2019-12-31,2822.0,"351,90",30,94.06666666666666,35.0
129,0002BB,2020-01-01,2020-01-31,2830.0,"406,02",30,94.33333333333333,35.0
130,0002BB,2020-02-01,2020-02-29,2625.0,"378,86",28,93.75,35.0
131,0002BB,2020-03-01,2020-03-31,2734.0,"396,33",30,91.13333333333334,35.0
132,0002BB,2020-04-01,2020-04-30,2644.0,"382,45",29,91.17241379310344,35.0
133,0002BB,2020-05-01,2020-05-31,2753.0,"397,69",30,91.76666666666667,35.0
134,0002BB,2020-06-01,2020-06-30,2763.0,"399,57",29,95.27586206896552,35.0
135,0002BB,2020-07-01,2020-07-31,2904.0,"418,43",30,96.8,35.0
136,0002BB,2020-08-01,2020-08-31,2962.0,"425,38",30,98.73333333333333,35.0
137,0002BB,2020-09-01,2020-09-30,2828.0,"406,82",29,97.51724137931035,35.0
138,0002BB,2020-10-01,2020-10-31,2875.0,"412,79",30,95.83333333333333,35.0
139,0002BB,2020-11-01,2020-11-30,2739.0,"381,14",29,94.44827586206897,35.0
140,0002BR,2018-01-01,2018-01-31,2187.0,"239,96",30,72.9,35.0
141,0002BR,2018-02-01,2018-02-28,1985.0,"218,51",27,73.51851851851852,35.0
142,0002BR,2018-03-01,2018-03-31,2209.0,"242,16",30,73.63333333333334,35.0
143,0002BR,2018-04-01,2018-04-30,2151.0,"235,47",29,74.17241379310344,35.0
144,0002BR,2018-05-01,2018-05-31,2251.0,"245,79",30,75.03333333333333,35.0
145,0002BR,2018-06-01,2018-06-30,2207.0,"241,00",29,76.10344827586206,35.0
146,0002BR,2018-07-01,2018-07-31,2290.0,"249,83",30,76.33333333333333,35.0
147,0002BR,2018-08-01,2018-08-31,2316.0,"252,45",30,77.2,35.0
148,0002BR,2018-09-01,2018-09-30,2172.0,"239,10",29,74.89655172413794,35.0
149,0002BR,2018-10-01,2018-10-31,2216.0,"244,03",30,73.86666666666666,35.0
150,0002BR,2018-11-01,2018-11-30,2313.0,"254,38",29,79.75862068965517,35.0
151,0002BR,2018-12-01,2018-12-31,2659.0,"290,96",30,88.63333333333334,35.0
152,0002BR,2019-01-01,2019-01-31,2662.0,"284,26",30,88.73333333333333,35.0
153,0002BR,2019-02-01,2019-02-28,2409.0,"257,94",27,89.22222222222223,35.0
154,0002BR,2019-03-01,2019-03-31,2707.0,"288,61",30,90.23333333333333,35.0
155,0002BR,2019-04-01,2019-04-30,2624.0,"279,83",29,90.48275862068965,35.0
156,0002BR,2019-05-01,2019-05-31,2715.0,"289,18",30,90.5,35.0
157,0002BR,2019-06-01,2019-06-30,2741.0,"291,44",29,94.51724137931035,35.0
158,0002BR,2019-07-01,2019-07-31,2812.0,"298,72",30,93.73333333333333,35.0
159,0002BR,2019-08-01,2019-08-31,2537.0,"269,82",30,84.56666666666666,35.0
160,0002BR,2019-09-01,2019-09-30,2414.0,"257,19",29,83.24137931034483,35.0
161,0002BR,2019-10-01,2019-10-31,2489.0,"265,07",30,82.96666666666667,35.0
162,0002BR,2019-11-01,2019-11-30,2410.0,"257,13",29,83.10344827586206,35.0
163,0002BR,2019-12-01,2019-12-31,2493.0,"265,86",30,83.1,35.0
164,0002BR,2020-01-01,2020-01-31,2513.0,"319,43",30,83.76666666666667,35.0
165,0002BR,2020-02-01,2020-02-29,2400.0,"305,19",28,85.71428571428571,35.0
166,0002BR,2020-03-01,2020-03-31,2646.0,"333,77",30,88.2,35.0
167,0002BR,2020-04-01,2020-04-30,2674.0,"337,00",29,92.20689655172414,35.0
168,0002BR,2020-05-01,2020-05-31,2651.0,"334,85",30,88.36666666666666,35.0
169,0002BR,2020-06-01,2020-06-30,2586.0,"326,84",29,89.17241379310344,35.0
170,0002BR,2020-07-01,2020-07-31,2751.0,"347,07",30,91.7,35.0
171,0002BR,2020-08-01,2020-08-31,2780.0,"350,62",30,92.66666666666667,35.0
172,0002BR,2020-09-01,2020-09-30,2660.0,"335,86",29,91.72413793103448,35.0
173,0002BR,2020-10-01,2020-10-31,2745.0,"346,36",30,91.5,35.0
174,0002BR,2020-11-01,2020-11-30,2628.0,"331,97",29,90.62068965517241,35.0
175,0002KO,2018-01-01,2018-01-31,2312.0,"286,36",30,77.06666666666666,35.0
176,0002KO,2018-02-01,2018-02-28,2086.0,"259,13",27,77.25925925925925,35.0
177,0002KO,2018-03-01,2018-03-31,2308.0,"285,88",30,76.93333333333334,35.0
178,0002KO,2018-04-01,2018-04-30,2245.0,"278,29",29,77.41379310344827,35.0
179,0002KO,2018-05-01,2018-05-31,2339.0,"289,61",30,77.96666666666667,35.0
180,0002KO,2018-06-01,2018-06-30,2278.0,"282,26",29,78.55172413793103,35.0
181,0002KO,2018-07-01,2018-07-31,2348.0,"290,86",30,78.26666666666667,35.0
182,0002KO,2018-08-01,2018-08-31,2368.0,"293,27",30,78.93333333333334,35.0
183,0002KO,2018-09-01,2018-09-30,2248.0,"280,57",29,77.51724137931035,35.0
184,0002KO,2018-10-01,2018-10-31,2300.0,"286,88",30,76.66666666666667,35.0
185,0002KO,2018-11-01,2018-11-30,2595.0,"322,68",29,89.48275862068965,35.0
186,0002KO,2018-12-01,2018-12-31,2765.0,"343,31",30,92.16666666666667,35.0
187,0002KO,2019-01-01,2019-01-31,2766.0,"377,48",30,92.2,35.0
188,0002KO,2019-02-01,2019-02-28,2500.0,"341,94",27,92.5925925925926,35.0
189,0002KO,2019-03-01,2019-03-31,2652.0,"362,25",30,88.4,35.0
190,0002KO,2019-04-01,2019-04-30,2483.0,"339,67",29,85.62068965517241,35.0
191,0002KO,2019-05-01,2019-05-31,2548.0,"348,35",30,84.93333333333334,35.0
192,0002KO,2019-06-01,2019-06-30,2514.0,"343,81",29,86.6896551724138,35.0
193,0002KO,2019-07-01,2019-07-31,2557.0,"349,55",30,85.23333333333333,35.0
194,0002KO,2019-08-01,2019-08-31,2575.0,"351,96",30,85.83333333333333,35.0
195,0002KO,2019-09-01,2019-09-30,2473.0,"338,33",29,85.27586206896552,35.0
196,0002KO,2019-10-01,2019-10-31,2550.0,"348,62",30,85.0,35.0
197,0002KO,2019-11-01,2019-11-30,2462.0,"336,86",29,84.89655172413794,35.0
198,0002KO,2019-12-01,2019-12-31,2520.0,"344,61",30,84.0,35.0
199,0002KO,2020-01-01,2020-01-31,2524.0,"343,21",30,84.13333333333334,35.0
200,0002KO,2020-02-01,2020-02-29,2437.0,"331,69",28,87.03571428571429,35.0
201,0002KO,2020-03-01,2020-03-31,2623.0,"356,33",30,87.43333333333334,35.0
202,0002KO,2020-04-01,2020-04-30,2632.0,"357,52",29,90.75862068965517,35.0
203,0002KO,2020-05-01,2020-05-31,2715.0,"368,52",30,90.5,35.0
204,0002KO,2020-06-01,2020-06-30,2655.0,"360,57",29,91.55172413793103,35.0
205,0002KO,2020-07-01,2020-07-31,2794.0,"378,98",30,93.13333333333334,35.0
206,0002KO,2020-08-01,2020-08-31,2845.0,"385,74",30,94.83333333333333,35.0
207,0002KO,2020-09-01,2020-09-30,2726.0,"369,97",29,94.0,35.0
208,0002KO,2020-10-01,2020-10-31,2797.0,"379,38",30,93.23333333333333,35.0
209,0002KO,2020-11-01,2020-11-30,2678.0,"363,62",29,92.34482758620689,35.0
210,0003BB,2018-01-01,2018-01-31,2100.0,"271,90",30,70.0,35.0
211,0003BB,2018-02-01,2018-02-28,1897.0,"246,46",27,70.25925925925925,35.0
212,0003BB,2018-03-01,2018-03-31,2103.0,"272,70",30,70.1,35.0
213,0003BB,2018-04-01,2018-04-30,2062.0,"267,67",29,71.10344827586206,35.0
214,0003BB,2018-05-01,2018-05-31,2144.0,"278,24",30,71.46666666666667,35.0
215,0003BB,2018-06-01,2018-06-30,2409.0,"311,78",29,83.06896551724138,35.0
216,0003BB,2018-07-01,2018-07-31,2675.0,"345,06",30,89.16666666666667,35.0
217,0003BB,2018-08-01,2018-08-31,2701.0,"348,81",30,90.03333333333333,35.0
218,0003BB,2018-09-01,2018-09-30,2147.0,"280,38",29,74.03448275862068,35.0
219,0003BB,2018-10-01,2018-10-31,3052.0,"394,40",30,101.73333333333333,35.0
220,0003BB,2018-11-01,2018-11-30,2527.0,"327,92",29,87.13793103448276,35.0
221,0003BB,2018-12-01,2018-12-31,2742.0,"354,90",30,91.4,35.0
222,0003BB,2019-01-01,2019-01-31,2729.0,"337,04",30,90.96666666666667,35.0
223,0003BB,2019-02-01,2019-02-28,2353.0,"291,99",27,87.14814814814815,35.0
224,0003BB,2019-03-01,2019-03-31,2587.0,"319,91",30,86.23333333333333,35.0
225,0003BB,2019-04-01,2019-04-30,2392.0,"296,52",29,82.48275862068965,35.0
226,0003BB,2019-05-01,2019-05-31,2476.0,"306,30",30,82.53333333333333,35.0
227,0003BB,2019-06-01,2019-06-30,2673.0,"331,24",29,92.17241379310344,35.0
228,0003BB,2019-07-01,2019-07-31,2849.0,"352,67",30,94.96666666666667,35.0
229,0003BB,2019-08-01,2019-08-31,2868.0,"354,63",30,95.6,35.0
230,0003BB,2019-09-01,2019-09-30,2739.0,"338,53",29,94.44827586206897,35.0
231,0003BB,2019-10-01,2019-10-31,2832.0,"349,45",30,94.4,35.0
232,0003BB,2019-11-01,2019-11-30,2700.0,"333,53",29,93.10344827586206,35.0
233,0003BB,2019-12-01,2019-12-31,2764.0,"341,07",30,92.13333333333334,35.0
234,0003BB,2020-01-01,2020-01-31,2765.0,"392,85",30,92.16666666666667,35.0
235,0003BB,2020-02-01,2020-02-29,2544.0,"364,42",28,90.85714285714286,35.0
236,0003BB,2020-03-01,2020-03-31,2671.0,"383,97",30,89.03333333333333,35.0
237,0003BB,2020-04-01,2020-04-30,2608.0,"373,97",29,89.93103448275862,35.0
238,0003BB,2020-05-01,2020-05-31,2691.0,"385,30",30,89.7,35.0
239,0003BB,2020-06-01,2020-06-30,2663.0,"381,63",29,91.82758620689656,35.0
240,0003BB,2020-07-01,2020-07-31,2789.0,"398,15",30,92.96666666666667,35.0
241,0003BB,2020-08-01,2020-08-31,2839.0,"404,26",30,94.63333333333334,35.0
242,0003BB,2020-09-01,2020-09-30,2709.0,"386,06",29,93.41379310344827,35.0
243,0003BB,2020-10-01,2020-10-31,2765.0,"393,20",30,92.16666666666667,35.0
244,0003BB,2020-11-01,2020-11-30,2642.0,"366,39",29,91.10344827586206,35.0
245,0003BR,2018-01-01,2018-01-31,2437.0,"266,44",30,81.23333333333333,35.0
246,0003BR,2018-02-01,2018-02-28,2206.0,"241,91",27,81.70370370370371,35.0
247,0003BR,2018-03-01,2018-03-31,2446.0,"267,32",30,81.53333333333333,35.0
248,0003BR,2018-04-01,2018-04-30,2423.0,"264,79",29,83.55172413793103,35.0
249,0003BR,2018-05-01,2018-05-31,2532.0,"276,25",30,84.4,35.0
250,0003BR,2018-06-01,2018-06-30,2478.0,"270,43",29,85.44827586206897,35.0
251,0003BR,2018-07-01,2018-07-31,2556.0,"278,84",30,85.2,35.0
252,0003BR,2018-08-01,2018-08-31,2598.0,"283,15",30,86.6,35.0
253,0003BR,2018-09-01,2018-09-30,2453.0,"269,79",29,84.58620689655173,35.0
254,0003BR,2018-10-01,2018-10-31,2506.0,"275,51",30,83.53333333333333,35.0
255,0003BR,2018-11-01,2018-11-30,2409.0,"265,07",29,83.06896551724138,35.0
256,0003BR,2018-12-01,2018-12-31,2455.0,"270,01",30,81.83333333333333,35.0
257,0003BR,2019-01-01,2019-01-31,2467.0,"264,75",30,82.23333333333333,35.0
258,0003BR,2019-02-01,2019-02-28,2237.0,"240,77",27,82.85185185185185,35.0
259,0003BR,2019-03-01,2019-03-31,2494.0,"267,47",30,83.13333333333334,35.0
260,0003BR,2019-04-01,2019-04-30,2426.0,"260,39",29,83.65517241379311,35.0
261,0003BR,2019-05-01,2019-05-31,2526.0,"270,73",30,84.2,35.0
262,0003BR,2019-06-01,2019-06-30,2566.0,"274,67",29,88.48275862068965,35.0
263,0003BR,2019-07-01,2019-07-31,2618.0,"280,06",30,87.26666666666667,35.0
264,0003BR,2019-08-01,2019-08-31,2615.0,"279,72",30,87.16666666666667,35.0
265,0003BR,2019-09-01,2019-09-30,2484.0,"266,17",29,85.65517241379311,35.0
266,0003BR,2019-10-01,2019-10-31,2736.0,"291,59",30,91.2,35.0
267,0003BR,2019-11-01,2019-11-30,2617.0,"279,31",29,90.24137931034483,35.0
268,0003BR,2019-12-01,2019-12-31,2660.0,"283,77",30,88.66666666666667,35.0
269,0003BR,2020-01-01,2020-01-31,2662.0,"338,47",30,88.73333333333333,35.0
270,0003BR,2020-02-01,2020-02-29,2524.0,"321,27",28,90.14285714285714,35.0
271,0003BR,2020-03-01,2020-03-31,2694.0,"340,71",30,89.8,35.0
272,0003BR,2020-04-01,2020-04-30,2704.0,"341,86",29,93.24137931034483,35.0
273,0003BR,2020-05-01,2020-05-31,2801.0,"353,83",30,93.36666666666666,35.0
274,0003BR,2020-06-01,2020-06-30,2743.0,"346,60",29,94.58620689655173,35.0
275,0003BR,2020-07-01,2020-07-31,2920.0,"368,35",30,97.33333333333333,35.0
276,0003BR,2020-08-01,2020-08-31,2872.0,"362,49",30,95.73333333333333,35.0
277,0003BR,2020-09-01,2020-09-30,2818.0,"355,93",29,97.17241379310344,35.0
278,0003BR,2020-10-01,2020-10-31,2862.0,"361,39",30,95.4,35.0
279,0003BR,2020-11-01,2020-11-30,2739.0,"346,21",29,94.44827586206897,35.0
280,0003KO,2018-01-01,2018-03-31,6293.0,"985,04",89,70.70786516853933,11.0
281,0003KO,2018-04-01,2018-06-30,7082.0,"1 118,25",90,78.68888888888888,11.0
282,0003KO,2018-07-01,2018-09-30,6740.0,"1 066,96",91,74.06593406593407,11.0
283,0003KO,2018-10-01,2018-12-31,8423.0,"1 331,26",91,92.56043956043956,11.0
284,0003KO,2019-01-01,2019-03-31,7883.0,"1 373,30",89,88.57303370786516,11.0
285,0003KO,2019-04-01,2019-06-30,7024.0,"1 229,28",90,78.04444444444445,11.0
286,0003KO,2019-07-01,2019-09-30,7143.0,"1 251,45",91,78.49450549450549,11.0
287,0003KO,2019-10-01,2019-12-31,7707.0,"1 345,33",91,84.6923076923077,11.0
288,0003KO,2020-01-01,2020-03-31,6561.0,"1 058,29",90,72.9,11.0
289,0003KO,2020-04-01,2020-06-30,7511.0,"1 220,24",90,83.45555555555555,11.0
290,0003KO,2020-07-01,2020-09-30,7823.0,"1 270,14",91,85.96703296703296,11.0
291,0004BB,2018-01-01,2018-01-31,14414.0,"1 369,33",30,480.46666666666664,36.0
292,0004BB,2018-02-01,2018-02-28,12328.0,"1 171,16",27,456.5925925925926,36.0
293,0004BB,2018-03-01,2018-03-31,12849.0,"1 220,66",30,428.3,36.0
294,0004BB,2018-04-01,2018-04-30,14535.0,"1 380,83",29,501.2068965517241,36.0
295,0004BB,2018-05-01,2018-05-31,14547.0,"1 381,97",30,484.9,36.0
296,0004BB,2018-06-01,2018-06-30,14379.0,"1 366,01",29,495.82758620689657,36.0
297,0004BB,2018-07-01,2018-07-31,15907.0,"1 511,17",30,530.2333333333333,36.0
298,0004BB,2018-08-01,2018-08-31,15701.0,"1 491,60",30,523.3666666666667,36.0
299,0004BB,2018-09-01,2018-09-30,15544.0,"1 476,68",29,536.0,36.0
300,0004BB,2018-10-01,2018-10-31,14691.0,"1 395,65",30,489.7,36.0
301,0004BB,2018-11-01,2018-11-30,14728.0,"1 399,16",29,507.86206896551727,36.0
302,0004BB,2018-12-01,2018-12-31,15174.0,"1 441,53",30,505.8,36.0
303,0004BB,2019-01-01,2019-01-31,9410.0,"1 246,83",30,313.6666666666667,36.0
304,0004BB,2019-01-01,2019-01-31,15297.0,"2 026,85",30,509.9,36.0
305,0004BB,2019-02-01,2019-02-28,13756.0,"1 822,67",27,509.48148148148147,36.0
306,0004BB,2019-03-01,2019-03-31,15810.0,"2 094,83",30,527.0,36.0
307,0004BB,2019-04-01,2019-04-30,14090.0,"1 866,93",29,485.86206896551727,36.0
308,0004BB,2019-05-01,2019-05-31,14081.0,"1 865,73",30,469.3666666666667,36.0
309,0004BB,2019-06-01,2019-06-30,17034.0,"2 257,01",29,587.3793103448276,36.0
310,0004BB,2019-07-01,2019-07-31,14906.0,"1 975,05",30,496.8666666666667,36.0
311,0004BB,2019-08-01,2019-08-31,14638.0,"1 939,54",30,487.93333333333334,36.0
312,0004BB,2019-09-01,2019-09-30,11200.0,"1 484,00",29,386.2068965517241,36.0
